ID_cliente;genero;escolaridade;idade;estado_civil;id_estado;sigla;estado;regiao;pais;tipo_transacao_mais_frequente;tolerancia_risco;valor_investido;valor_investido_acoes;valor_investido_fii;valor_investido_dolar;valor_investido_renda_fixa;perfil
717;Feminino;Pós-graduação;63.0;Solteiro;11;MT;Mato Grosso;Centro-Oeste;Brasil;Pagamentos;Alta;826150;788733;24329;5566;7522;Arrojado
718;Feminino;Ensino Médio;47.0;Viúvo;10;MA;Maranhão;Nordeste;Brasil;Pagamentos;Moderado;362863;236706;37661;9071;79425;Arrojado
719;Masculino;Pós-graduação;52.0;Viúvo;22;RO;Rondônia;Norte;Brasil;Transferências;Alta;619153;437915;104077;39027;38134;Arrojado
720;Masculino;Graduação;23.0;Casado;4;AM;Amazonas;Norte;Brasil;Pagamentos;Alta;270713;89869;165100;15697;47;Arrojado
721;Feminino;Ensino Médio;59.0;Casado;16;PR;Paraná;Sul;Brasil;Investimentos;Moderado;433075;316863;87365;16069;12778;Arrojado
722;Feminino;Graduação;18.0;Solteiro;25;SP;São Paulo;Sudeste;Brasil;Pagamentos;Alta;999817;937706;32077;25259;4775;Arrojado
723;Feminino;Graduação;50.0;Viúvo;14;PA;Pará;Norte;Brasil;Investimentos;Moderado;226145;149361;36477;37191;3116;Arrojado
724;Feminino;Pós-graduação;57.0;Viúvo;21;RS;Rio Grande do Sul;Sul;Brasil;Investimentos;Baixa;761864;27917;324487;312390;97070;Conservador
725;Feminino;Pós-graduação;58.0;Solteiro;18;PI;Piauí;Nordeste;Brasil;Pagamentos;Baixa;507918;37345;165910;209416;95247;Conservador
726;Feminino;Ensino Médio;62.0;Casado;21;RS;Rio Grande do Sul;Sul;Brasil;Pagamentos;Moderado;78313;15359;6251;45119;11584;Moderado
727;Feminino;Pós-graduação;59.0;Casado;17;PE;Pernambuco;Nordeste;Brasil;Investimentos;Alta;410507;12407;31156;268821;98123;Arrojado
728;Feminino;Pós-graduação;55.0;Solteiro;23;RR;Roraima;Norte;Brasil;Transferências;Moderado;349953;107176;101039;136980;4758;Moderado
729;Feminino;Pós-graduação;47.0;Casado;18;PI;Piauí;Nordeste;Brasil;Investimentos;Alta;363535;261567;66453;26934;8581;Arrojado
730;Feminino;Pós-graduação;23.0;Solteiro;19;RJ;Rio de Janeiro;Sudeste;Brasil;Investimentos;Alta;275187;214441;57010;1379;2357;Arrojado
731;Masculino;Graduação;48.0;Casado;27;TO;Tocantins;Norte;Brasil;Transferências;Moderado;240917;15163;100813;123044;1897;Moderado
732;Feminino;Graduação;44.0;Casado;22;RO;Rondônia;Norte;Brasil;Investimentos;Baixa;120974;24927;41457;29516;25074;Conservador
733;Feminino;Ensino Médio;44.0;Solteiro;21;RS;Rio Grande do Sul;Sul;Brasil;Pagamentos;Baixa;333768;106393;43456;45454;138465;Conservador
734;Feminino;Graduação;33.0;Solteiro;5;BA;Bahia;Nordeste;Brasil;Transferências;Alta;235799;216538;10379;4831;4051;Arrojado
735;Masculino;Ensino Médio;19.0;Casado;15;PB;Paraíba;Nordeste;Brasil;Pagamentos;Alta;427968;417297;5581;1935;3155;Arrojado
736;Feminino;Graduação;69.0;Divorciado;2;AL;Alagoas;Nordeste;Brasil;Investimentos;Alta;277297;263854;8423;4930;90;Arrojado
737;Masculino;Pós-graduação;41.0;Divorciado;5;BA;Bahia;Nordeste;Brasil;Transferências;Baixa;170783;61946;100787;1682;6368;Conservador
738;Feminino;Graduação;61.0;Viúvo;11;MT;Mato Grosso;Centro-Oeste;Brasil;Pagamentos;Moderado;357260;67477;78754;162224;48805;Moderado
739;Feminino;Ensino Médio;65.0;Viúvo;15;PB;Paraíba;Nordeste;Brasil;Transferências;Alta;61482;44996;14040;624;1822;Arrojado
740;Feminino;Ensino Médio;20.0;Solteiro;11;MT;Mato Grosso;Centro-Oeste;Brasil;Investimentos;Moderado;85998;32057;4359;26313;23269;Moderado
741;Feminino;Ensino Médio;47.0;Casado;10;MA;Maranhão;Nordeste;Brasil;Investimentos;Moderado;892247;306389;150340;13201;422317;Conservador
742;Masculino;Graduação;47.0;Divorciado;18;PI;Piauí;Nordeste;Brasil;Transferências;Moderado;130048;72878;14250;19943;22977;Moderado
743;Masculino;Pós-graduação;68.0;Casado;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Transferências;Alta;73287;62598;5658;2469;2562;Arrojado
744;Masculino;Pós-graduação;68.0;Viúvo;1;AC;Acre;Norte;Brasil;Pagamentos;Alta;669180;424395;86186;85174;73425;Arrojado
745;Masculino;Pós-graduação;48.0;Casado;25;SP;São Paulo;Sudeste;Brasil;Transferências;Baixa;859953;62239;440680;162937;194097;Conservador
746;Masculino;Pós-graduação;61.0;Viúvo;18;PI;Piauí;Nordeste;Brasil;Investimentos;Baixa;858740;162471;151246;75462;469561;Conservador
747;Masculino;Ensino Médio;33.0;Solteiro;5;BA;Bahia;Nordeste;Brasil;Transferências;Baixa;579186;2952;237814;268862;69558;Conservador
748;Feminino;Ensino Médio;41.0;Viúvo;25;SP;São Paulo;Sudeste;Brasil;Transferências;Baixa;146501;59362;62915;1129;23095;Conservador
749;Masculino;Graduação;32.0;Solteiro;14;PA;Pará;Norte;Brasil;Transferências;Moderado;192998;107569;33161;13710;38558;Moderado
750;Feminino;Ensino Médio;30.0;Casado;25;SP;São Paulo;Sudeste;Brasil;Transferências;Baixa;810121;381871;399298;2782;26170;Conservador
751;Masculino;Pós-graduação;45.0;Divorciado;4;AM;Amazonas;Norte;Brasil;Investimentos;Moderado;906564;218314;212911;351533;123806;Moderado
752;Masculino;Ensino Médio;49.0;Casado;23;RR;Roraima;Norte;Brasil;Pagamentos;Alta;449166;270869;155371;6102;16824;Arrojado
753;Masculino;Ensino Médio;56.0;Solteiro;6;CE;Ceará;Nordeste;Brasil;Pagamentos;Baixa;10332;758;1279;4288;4007;Conservador
754;Feminino;Graduação;42.0;Solteiro;21;RS;Rio Grande do Sul;Sul;Brasil;Pagamentos;Baixa;544319;102827;309536;53221;78735;Conservador
755;Masculino;Graduação;64.0;Casado;16;PR;Paraná;Sul;Brasil;Pagamentos;Moderado;73434;6814;9336;40695;16589;Moderado
756;Feminino;Pós-graduação;33.0;Divorciado;18;PI;Piauí;Nordeste;Brasil;Transferências;Baixa;637115;208572;219074;61947;147522;Conservador
757;Feminino;Ensino Médio;26.0;Casado;10;MA;Maranhão;Nordeste;Brasil;Transferências;Moderado;150803;75514;73994;72;1223;Moderado
758;Masculino;Graduação;51.0;Solteiro;19;RJ;Rio de Janeiro;Sudeste;Brasil;Investimentos;Alta;143627;5346;135930;1327;1024;Arrojado
759;Feminino;Graduação;28.0;Casado;1;AC;Acre;Norte;Brasil;Investimentos;Moderado;131239;77610;9862;35250;8517;Moderado
760;Masculino;Pós-graduação;61.0;Divorciado;1;AC;Acre;Norte;Brasil;Investimentos;Alta;219689;201700;13108;3476;1405;Arrojado
761;Masculino;Graduação;36.0;Divorciado;18;PI;Piauí;Nordeste;Brasil;Investimentos;Baixa;490819;102000;126239;35398;227182;Conservador
762;Feminino;Graduação;29.0;Solteiro;25;SP;São Paulo;Sudeste;Brasil;Pagamentos;Moderado;215365;133893;50198;29784;1490;Arrojado
763;Masculino;Pós-graduação;64.0;Divorciado;4;AM;Amazonas;Norte;Brasil;Transferências;Moderado;49954;20121;18913;6349;4571;Moderado
764;Feminino;Graduação;31.0;Solteiro;2;AL;Alagoas;Nordeste;Brasil;Investimentos;Alta;954304;775803;175571;1848;1082;Arrojado
765;Masculino;Pós-graduação;35.0;Casado;19;RJ;Rio de Janeiro;Sudeste;Brasil;Pagamentos;Baixa;752854;202395;298339;54422;197698;Conservador
766;Feminino;Pós-graduação;39.0;Divorciado;9;GO;Goiás;Centro-Oeste;Brasil;Pagamentos;Baixa;675686;201343;352316;50312;71715;Conservador
767;Feminino;Ensino Médio;44.33266533066132;Viúvo;9;GO;Goiás;Centro-Oeste;Brasil;Pagamentos;Moderado;958622;935655;13429;4373;5165;Arrojado
768;Masculino;Graduação;59.0;Casado;21;RS;Rio Grande do Sul;Sul;Brasil;Pagamentos;Moderado;638748;381173;242229;9107;6239;Moderado
769;Feminino;Ensino Médio;35.0;Divorciado;5;BA;Bahia;Nordeste;Brasil;Pagamentos;Alta;91096;89382;757;433;524;Arrojado
770;Masculino;Ensino Médio;70.0;Viúvo;3;AP;Amapá;Norte;Brasil;Pagamentos;Alta;439502;401573;19875;2429;15625;Arrojado
771;Feminino;Ensino Médio;37.0;Viúvo;11;MT;Mato Grosso;Centro-Oeste;Brasil;Investimentos;Moderado;73270;22533;18622;3538;28577;Conservador
772;Feminino;Pós-graduação;49.0;Casado;5;BA;Bahia;Nordeste;Brasil;Investimentos;Alta;653274;500113;85635;19120;48406;Arrojado
773;Feminino;Pós-graduação;19.0;Viúvo;14;PA;Pará;Norte;Brasil;Investimentos;Moderado;844114;542577;170508;118843;12186;Arrojado
774;Masculino;Graduação;64.0;Divorciado;23;RR;Roraima;Norte;Brasil;Pagamentos;Alta;492571;39870;423137;3601;25963;Arrojado
775;Feminino;Ensino Médio;25.0;Viúvo;20;RN;Rio Grande do Norte;Nordeste;Brasil;Pagamentos;Baixa;589698;170082;35826;44946;338844;Conservador
776;Feminino;Ensino Médio;44.0;Casado;7;DF;Distrito Federal;Centro-Oeste;Brasil;Investimentos;Alta;46194;4544;720;40793;137;Arrojado
777;Feminino;Ensino Médio;60.0;Viúvo;10;MA;Maranhão;Nordeste;Brasil;Transferências;Moderado;303821;146997;91835;25793;39196;Moderado
778;Feminino;Ensino Médio;50.0;Divorciado;14;PA;Pará;Norte;Brasil;Pagamentos;Moderado;447145;98312;57016;215013;76804;Moderado
779;Masculino;Ensino Médio;37.0;Viúvo;22;RO;Rondônia;Norte;Brasil;Investimentos;Moderado;271379;184823;381;55485;30690;Arrojado
780;Feminino;Graduação;31.0;Divorciado;14;PA;Pará;Norte;Brasil;Pagamentos;Moderado;274635;197556;69141;1044;6894;Arrojado
781;Masculino;Ensino Médio;67.0;Solteiro;15;PB;Paraíba;Nordeste;Brasil;Investimentos;Moderado;521178;268509;74478;97259;80932;Moderado
782;Feminino;Pós-graduação;56.0;Viúvo;27;TO;Tocantins;Norte;Brasil;Pagamentos;Alta;115691;81391;27742;1244;5314;Arrojado
783;Feminino;Graduação;60.0;Casado;9;GO;Goiás;Centro-Oeste;Brasil;Investimentos;Moderado;335581;37300;20818;111420;166043;Conservador
784;Feminino;Graduação;49.0;Solteiro;26;SE;Sergipe;Nordeste;Brasil;Pagamentos;Moderado;942335;235069;374749;328590;3927;Moderado
785;Masculino;Graduação;22.0;Casado;5;BA;Bahia;Nordeste;Brasil;Pagamentos;Moderado;191459;170803;3160;9679;7817;Arrojado
786;Feminino;Pós-graduação;29.0;Solteiro;5;BA;Bahia;Nordeste;Brasil;Pagamentos;Baixa;29691;4472;15372;8025;1822;Conservador
787;Masculino;Pós-graduação;23.0;Solteiro;21;RS;Rio Grande do Sul;Sul;Brasil;Pagamentos;Moderado;317071;163319;102247;46652;4853;Moderado
788;Masculino;Ensino Médio;63.0;Viúvo;26;SE;Sergipe;Nordeste;Brasil;Investimentos;Alta;588622;450166;62947;40352;35157;Arrojado
789;Feminino;Pós-graduação;51.0;Casado;11;MT;Mato Grosso;Centro-Oeste;Brasil;Transferências;Alta;742813;532288;138016;18819;53690;Arrojado
790;Feminino;Graduação;37.0;Solteiro;10;MA;Maranhão;Nordeste;Brasil;Investimentos;Alta;470575;373061;67708;1613;28193;Arrojado
791;Masculino;Graduação;34.0;Solteiro;27;TO;Tocantins;Norte;Brasil;Investimentos;Alta;812624;569368;12565;126852;103839;Arrojado
792;Feminino;Ensino Médio;70.0;Solteiro;6;CE;Ceará;Nordeste;Brasil;Pagamentos;Baixa;668050;44089;182821;131390;309750;Conservador
793;Masculino;Pós-graduação;70.0;Casado;25;SP;São Paulo;Sudeste;Brasil;Transferências;Alta;481556;328687;19730;49656;83483;Arrojado
794;Feminino;Ensino Médio;28.0;Solteiro;14;PA;Pará;Norte;Brasil;Pagamentos;Baixa;664932;128222;257278;182455;96977;Conservador
795;Feminino;Ensino Médio;44.0;Casado;17;PE;Pernambuco;Nordeste;Brasil;Pagamentos;Alta;259769;226783;27777;3597;1612;Arrojado
796;Feminino;Ensino Médio;22.0;Solteiro;18;PI;Piauí;Nordeste;Brasil;Investimentos;Baixa;141320;39062;65657;28209;8392;Conservador
797;Feminino;Pós-graduação;67.0;Viúvo;17;PE;Pernambuco;Nordeste;Brasil;Pagamentos;Baixa;931240;231386;195345;195885;308624;Conservador
798;Masculino;Ensino Médio;48.0;Divorciado;14;PA;Pará;Norte;Brasil;Investimentos;Alta;155638;95004;28581;23932;8121;Arrojado
799;Masculino;Graduação;54.0;Casado;22;RO;Rondônia;Norte;Brasil;Investimentos;Alta;834221;186164;572872;24516;50669;Arrojado
800;Masculino;Ensino Médio;34.0;Casado;18;PI;Piauí;Nordeste;Brasil;Transferências;Baixa;719543;211233;222241;89175;196894;Conservador
801;Feminino;Pós-graduação;51.0;Solteiro;27;TO;Tocantins;Norte;Brasil;Investimentos;Moderado;721498;422037;25387;207149;66925;Moderado
802;Feminino;Graduação;18.0;Viúvo;27;TO;Tocantins;Norte;Brasil;Transferências;Baixa;65799;25604;13115;4751;22329;Conservador
803;Masculino;Ensino Médio;56.0;Divorciado;10;MA;Maranhão;Nordeste;Brasil;Transferências;Baixa;439057;8017;159426;30761;240853;Conservador
804;Feminino;Graduação;27.0;Viúvo;6;CE;Ceará;Nordeste;Brasil;Investimentos;Alta;191513;10762;124931;32652;23168;Arrojado
805;Feminino;Pós-graduação;45.0;Solteiro;18;PI;Piauí;Nordeste;Brasil;Investimentos;Baixa;316863;87739;28425;1291;199408;Conservador
806;Masculino;Pós-graduação;29.0;Divorciado;16;PR;Paraná;Sul;Brasil;Pagamentos;Moderado;248415;87100;54197;63559;43559;Moderado
807;Masculino;Graduação;35.0;Viúvo;21;RS;Rio Grande do Sul;Sul;Brasil;Transferências;Alta;572530;482111;44251;22988;23180;Arrojado
808;Feminino;Pós-graduação;69.0;Solteiro;8;ES;Espírito Santo;Sudeste;Brasil;Pagamentos;Moderado;94095;10106;37933;37326;8730;Moderado
809;Feminino;Ensino Médio;25.0;Casado;27;TO;Tocantins;Norte;Brasil;Pagamentos;Baixa;463701;1642;1279;641;460139;Conservador
810;Feminino;Graduação;64.0;Viúvo;19;RJ;Rio de Janeiro;Sudeste;Brasil;Transferências;Alta;497723;130103;7580;355797;4243;Arrojado
811;Feminino;Ensino Médio;25.0;Divorciado;22;RO;Rondônia;Norte;Brasil;Transferências;Alta;52247;1496;45339;1778;3634;Arrojado
812;Feminino;Graduação;19.0;Viúvo;22;RO;Rondônia;Norte;Brasil;Transferências;Moderado;795616;118340;143401;348825;185050;Moderado
813;Masculino;Pós-graduação;42.0;Viúvo;9;GO;Goiás;Centro-Oeste;Brasil;Investimentos;Alta;990805;677128;311224;355;2098;Arrojado
814;Feminino;Ensino Médio;70.0;Viúvo;20;RN;Rio Grande do Norte;Nordeste;Brasil;Investimentos;Baixa;910345;273675;112763;209957;313950;Conservador
815;Masculino;Ensino Médio;62.0;Solteiro;6;CE;Ceará;Nordeste;Brasil;Pagamentos;Alta;511214;439710;23073;38061;10370;Arrojado
816;Masculino;Ensino Médio;55.0;Solteiro;5;BA;Bahia;Nordeste;Brasil;Pagamentos;Alta;937279;567666;135854;227086;6673;Arrojado
817;Masculino;Graduação;68.0;Divorciado;19;RJ;Rio de Janeiro;Sudeste;Brasil;Pagamentos;Alta;215040;205479;5876;1372;2313;Arrojado
818;Masculino;Graduação;68.0;Divorciado;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Investimentos;Moderado;465620;275469;108376;67245;14530;Moderado
819;Masculino;Ensino Médio;66.0;Casado;10;MA;Maranhão;Nordeste;Brasil;Investimentos;Alta;351447;273287;42443;8295;27422;Arrojado
820;Masculino;Graduação;34.0;Casado;7;DF;Distrito Federal;Centro-Oeste;Brasil;Transferências;Baixa;221135;3457;40731;43659;133288;Conservador
821;Feminino;Pós-graduação;18.0;Viúvo;14;PA;Pará;Norte;Brasil;Investimentos;Alta;888569;672651;121119;73101;21698;Arrojado
822;Feminino;Graduação;66.0;Divorciado;3;AP;Amapá;Norte;Brasil;Pagamentos;Moderado;831545;613650;68412;95509;53974;Arrojado
823;Masculino;Graduação;26.0;Divorciado;26;SE;Sergipe;Nordeste;Brasil;Transferências;Alta;17230;10494;5928;76;732;Arrojado
824;Feminino;Pós-graduação;66.0;Solteiro;10;MA;Maranhão;Nordeste;Brasil;Transferências;Moderado;525551;376166;53569;27801;68015;Arrojado
825;Feminino;Graduação;45.0;Viúvo;27;TO;Tocantins;Norte;Brasil;Investimentos;Baixa;142940;43965;78245;7896;12834;Conservador
826;Masculino;Graduação;57.0;Solteiro;2;AL;Alagoas;Nordeste;Brasil;Transferências;Moderado;906709;493612;278365;70090;64642;Moderado
827;Masculino;Graduação;26.0;Divorciado;23;RR;Roraima;Norte;Brasil;Investimentos;Alta;419281;130235;287087;1658;301;Arrojado
828;Feminino;Pós-graduação;64.0;Solteiro;5;BA;Bahia;Nordeste;Brasil;Investimentos;Alta;794817;23758;584911;132817;53331;Arrojado
829;Masculino;Ensino Médio;37.0;Viúvo;5;BA;Bahia;Nordeste;Brasil;Transferências;Alta;472503;11584;428472;7449;24998;Arrojado
830;Feminino;Graduação;50.0;Casado;7;DF;Distrito Federal;Centro-Oeste;Brasil;Transferências;Moderado;805264;413216;312779;25543;53726;Moderado
831;Feminino;Pós-graduação;26.0;Casado;18;PI;Piauí;Nordeste;Brasil;Pagamentos;Alta;427691;283010;115475;20413;8793;Arrojado
832;Masculino;Ensino Médio;23.0;Viúvo;17;PE;Pernambuco;Nordeste;Brasil;Pagamentos;Moderado;642154;382270;227473;25270;7141;Moderado
833;Masculino;Graduação;18.0;Solteiro;15;PB;Paraíba;Nordeste;Brasil;Investimentos;Moderado;133540;75257;18384;8760;31139;Moderado
834;Masculino;Ensino Médio;59.0;Viúvo;20;RN;Rio Grande do Norte;Nordeste;Brasil;Transferências;Baixa;81355;36978;2882;10882;30613;Conservador
835;Masculino;Ensino Médio;55.0;Casado;27;TO;Tocantins;Norte;Brasil;Transferências;Moderado;280987;122200;95596;55395;7796;Moderado
836;Masculino;Graduação;31.0;Casado;14;PA;Pará;Norte;Brasil;Pagamentos;Moderado;443708;126528;108423;195416;13341;Moderado
837;Masculino;Graduação;35.0;Solteiro;8;ES;Espírito Santo;Sudeste;Brasil;Pagamentos;Alta;824164;814349;4718;454;4643;Arrojado
838;Masculino;Graduação;64.0;Viúvo;23;RR;Roraima;Norte;Brasil;Transferências;Moderado;62688;18709;6817;24156;13006;Moderado
839;Masculino;Graduação;69.0;Viúvo;5;BA;Bahia;Nordeste;Brasil;Pagamentos;Alta;49965;44412;2294;2869;390;Arrojado
840;Masculino;Ensino Médio;56.0;Casado;16;PR;Paraná;Sul;Brasil;Pagamentos;Baixa;888650;374724;93346;35888;384692;Conservador
841;Masculino;Ensino Médio;40.0;Solteiro;11;MT;Mato Grosso;Centro-Oeste;Brasil;Investimentos;Alta;507298;467650;16977;5790;16881;Arrojado
842;Masculino;Ensino Médio;24.0;Divorciado;5;BA;Bahia;Nordeste;Brasil;Investimentos;Moderado;900602;802873;35956;55133;6640;Arrojado
843;Masculino;Pós-graduação;60.0;Divorciado;17;PE;Pernambuco;Nordeste;Brasil;Pagamentos;Moderado;178308;31679;117369;6132;23128;Arrojado
844;Feminino;Graduação;58.0;Divorciado;25;SP;São Paulo;Sudeste;Brasil;Transferências;Moderado;528346;262985;214660;13705;36996;Moderado
845;Masculino;Graduação;42.0;Casado;21;RS;Rio Grande do Sul;Sul;Brasil;Pagamentos;Alta;692370;525598;100999;33984;31789;Arrojado
846;Masculino;Graduação;57.0;Divorciado;11;MT;Mato Grosso;Centro-Oeste;Brasil;Investimentos;Baixa;528363;152855;49622;123519;202367;Conservador
847;Feminino;Graduação;59.0;Viúvo;25;SP;São Paulo;Sudeste;Brasil;Pagamentos;Baixa;151642;2484;8383;63428;77347;Conservador
848;Feminino;Graduação;24.0;Divorciado;19;RJ;Rio de Janeiro;Sudeste;Brasil;Pagamentos;Alta;66787;60699;2723;719;2646;Arrojado
849;Feminino;Graduação;28.0;Casado;8;ES;Espírito Santo;Sudeste;Brasil;Investimentos;Moderado;400436;296767;89558;8757;5354;Arrojado
850;Feminino;Pós-graduação;64.0;Divorciado;5;BA;Bahia;Nordeste;Brasil;Investimentos;Baixa;365828;77089;159708;9771;119260;Conservador
851;Masculino;Pós-graduação;62.0;Divorciado;16;PR;Paraná;Sul;Brasil;Pagamentos;Alta;692373;203664;430247;12641;45821;Arrojado
852;Feminino;Graduação;33.0;Divorciado;5;BA;Bahia;Nordeste;Brasil;Transferências;Alta;216367;167549;20203;26533;2082;Arrojado
853;Feminino;Graduação;70.0;Viúvo;19;RJ;Rio de Janeiro;Sudeste;Brasil;Transferências;Moderado;570450;199611;204317;135840;30682;Moderado
854;Masculino;Graduação;40.0;Divorciado;1;AC;Acre;Norte;Brasil;Investimentos;Moderado;932239;398483;192092;272995;68669;Moderado
855;Feminino;Pós-graduação;69.0;Divorciado;27;TO;Tocantins;Norte;Brasil;Pagamentos;Moderado;512374;356852;145022;2792;7708;Arrojado
856;Feminino;Graduação;28.0;Viúvo;7;DF;Distrito Federal;Centro-Oeste;Brasil;Investimentos;Baixa;700777;295576;359912;13760;31529;Conservador
857;Feminino;Graduação;35.0;Viúvo;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Investimentos;Alta;565307;419336;57397;59194;29380;Arrojado
858;Feminino;Graduação;53.0;Divorciado;18;PI;Piauí;Nordeste;Brasil;Investimentos;Moderado;773412;434022;168933;53448;117009;Moderado
859;Masculino;Ensino Médio;69.0;Viúvo;10;MA;Maranhão;Nordeste;Brasil;Investimentos;Alta;178497;156878;622;5141;15856;Arrojado
860;Masculino;Pós-graduação;22.0;Solteiro;1;AC;Acre;Norte;Brasil;Pagamentos;Alta;891900;857070;16276;13522;5032;Arrojado
861;Feminino;Pós-graduação;48.0;Solteiro;4;AM;Amazonas;Norte;Brasil;Investimentos;Alta;16039;11351;420;983;3285;Arrojado
862;Feminino;Pós-graduação;23.0;Divorciado;26;SE;Sergipe;Nordeste;Brasil;Investimentos;Moderado;311335;176220;15923;38749;80443;Moderado
863;Feminino;Ensino Médio;33.0;Divorciado;26;SE;Sergipe;Nordeste;Brasil;Pagamentos;Alta;376715;324756;22134;26179;3646;Arrojado
864;Masculino;Graduação;21.0;Divorciado;22;RO;Rondônia;Norte;Brasil;Pagamentos;Baixa;707452;191644;340199;91482;84127;Conservador
865;Feminino;Pós-graduação;59.0;Viúvo;4;AM;Amazonas;Norte;Brasil;Pagamentos;Moderado;781834;342246;36035;373355;30198;Moderado
866;Masculino;Ensino Médio;32.0;Divorciado;14;PA;Pará;Norte;Brasil;Transferências;Moderado;456708;340740;94423;20773;772;Arrojado
867;Feminino;Pós-graduação;59.0;Casado;26;SE;Sergipe;Nordeste;Brasil;Transferências;Alta;733685;480800;15403;130000;107482;Arrojado
868;Feminino;Pós-graduação;68.0;Viúvo;20;RN;Rio Grande do Norte;Nordeste;Brasil;Pagamentos;Alta;95518;89311;30;2784;3393;Arrojado
869;Feminino;Ensino Médio;21.0;Viúvo;1;AC;Acre;Norte;Brasil;Pagamentos;Moderado;258038;28959;6959;151022;71098;Moderado
870;Masculino;Ensino Médio;49.0;Solteiro;26;SE;Sergipe;Nordeste;Brasil;Investimentos;Alta;584584;88486;421494;14043;60561;Arrojado
871;Feminino;Ensino Médio;65.0;Casado;6;CE;Ceará;Nordeste;Brasil;Pagamentos;Alta;544647;441763;84246;1134;17504;Arrojado
872;Feminino;Graduação;62.0;Viúvo;24;SC;Santa Catarina;Sul;Brasil;Transferências;Alta;469317;402015;51935;6614;8753;Arrojado
873;Feminino;Graduação;50.0;Casado;14;PA;Pará;Norte;Brasil;Investimentos;Alta;771254;760064;4708;641;5841;Arrojado
874;Feminino;Ensino Médio;35.0;Viúvo;22;RO;Rondônia;Norte;Brasil;Transferências;Alta;424906;405860;18868;66;112;Arrojado
875;Masculino;Graduação;59.0;Divorciado;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Pagamentos;Moderado;318915;92368;68290;89243;69014;Moderado
876;Feminino;Ensino Médio;34.0;Casado;1;AC;Acre;Norte;Brasil;Investimentos;Moderado;788770;411378;121279;169080;87033;Moderado
877;Masculino;Ensino Médio;56.0;Viúvo;19;RJ;Rio de Janeiro;Sudeste;Brasil;Transferências;Moderado;647654;364501;253618;16170;13365;Moderado
878;Feminino;Pós-graduação;33.0;Divorciado;2;AL;Alagoas;Nordeste;Brasil;Transferências;Moderado;465276;90502;245096;50207;79471;Conservador
879;Feminino;Pós-graduação;31.0;Divorciado;1;AC;Acre;Norte;Brasil;Transferências;Moderado;563712;315248;3820;183463;61181;Moderado
880;Feminino;Ensino Médio;61.0;Divorciado;15;PB;Paraíba;Nordeste;Brasil;Investimentos;Moderado;901547;363847;83796;306258;147646;Moderado
881;Masculino;Graduação;46.0;Viúvo;17;PE;Pernambuco;Nordeste;Brasil;Pagamentos;Baixa;817113;333486;292905;1229;189493;Conservador
882;Masculino;Graduação;66.0;Casado;25;SP;São Paulo;Sudeste;Brasil;Transferências;Moderado;788786;389053;140120;243547;16066;Moderado
883;Feminino;Graduação;58.0;Solteiro;7;DF;Distrito Federal;Centro-Oeste;Brasil;Pagamentos;Alta;68614;24032;43910;629;43;Arrojado
884;Feminino;Pós-graduação;23.0;Viúvo;26;SE;Sergipe;Nordeste;Brasil;Pagamentos;Baixa;360735;104033;179909;68255;8538;Conservador
885;Feminino;Pós-graduação;62.0;Viúvo;21;RS;Rio Grande do Sul;Sul;Brasil;Investimentos;Moderado;461373;87942;194518;164167;14746;Moderado
886;Masculino;Pós-graduação;54.0;Solteiro;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Pagamentos;Alta;928203;671359;217560;15549;23735;Arrojado
887;Feminino;Ensino Médio;56.0;Solteiro;5;BA;Bahia;Nordeste;Brasil;Pagamentos;Moderado;698966;270274;87974;295535;45183;Moderado
888;Feminino;Pós-graduação;21.0;Solteiro;15;PB;Paraíba;Nordeste;Brasil;Transferências;Moderado;14945;8639;4118;1895;293;Moderado
889;Masculino;Graduação;54.0;Solteiro;8;ES;Espírito Santo;Sudeste;Brasil;Pagamentos;Alta;173661;131941;35132;5335;1253;Arrojado
890;Feminino;Pós-graduação;64.0;Solteiro;3;AP;Amapá;Norte;Brasil;Pagamentos;Baixa;515410;173315;174213;10178;157704;Conservador
891;Masculino;Ensino Médio;52.0;Casado;27;TO;Tocantins;Norte;Brasil;Investimentos;Baixa;565312;107876;328721;58251;70464;Conservador
892;Masculino;Pós-graduação;37.0;Solteiro;23;RR;Roraima;Norte;Brasil;Investimentos;Alta;736816;7021;492404;156822;80569;Arrojado
893;Feminino;Ensino Médio;28.0;Casado;5;BA;Bahia;Nordeste;Brasil;Investimentos;Moderado;659504;382164;189777;68514;19049;Moderado
894;Feminino;Graduação;39.0;Viúvo;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil;Investimentos;Alta;119338;7438;108845;585;2470;Arrojado
895;Masculino;Pós-graduação;50.0;Divorciado;19;RJ;Rio de Janeiro;Sudeste;Brasil;Transferências;Alta;725265;705417;6073;1483;12292;Arrojado
896;Feminino;Pós-graduação;58.0;Solteiro;9;GO;Goiás;Centro-Oeste;Brasil;Pagamentos;Moderado;951408;268982;297338;370246;14842;Moderado
897;Masculino;Pós-graduação;34.0;Divorciado;19;RJ;Rio de Janeiro;Sudeste;Brasil;Transferências;Moderado;377918;209313;58445;96493;13667;Moderado
